Smed_Code	Gene stable ID	Gene description	Transcript stable ID	Protein stable ID	Gene name	HGNC symbol	UniProtKB/Swiss-Prot ID
SmedASXL_002826	ENSG00000183684	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]	ENST00000505490	ENSP00000421592	ALYREF	ALYREF	
SmedASXL_001570	ENSG00000187240	dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]	ENST00000375735	ENSP00000364887	DYNC2H1	DYNC2H1	Q8NCM8
SmedASXL_008397	ENSG00000137714	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]	ENST00000260270	ENSP00000260270	FDX1	FDX1	P10109
SmedASXL_009016	ENSG00000164983	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	ENST00000297632	ENSP00000297632	TMEM65	TMEM65	Q6PI78
SmedASXL_015117	ENSG00000122515	zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]	ENST00000413916	ENSP00000409648	ZMIZ2	ZMIZ2	Q8NF64
SmedASXL_002587	ENSG00000181322	NME/NM23 family member 9 [Source:HGNC Symbol;Acc:HGNC:21343]	ENST00000383180	ENSP00000372667	NME9	NME9	Q86XW9
SmedASXL_015849	ENSG00000146038	doublecortin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18141]	ENST00000378450	ENSP00000367711	DCDC2	DCDC2	Q9UHG0
SmedASXL_009973	SmedASXL_009047	ENSP00000316589	ENSG00000141084	ENST00000317506	RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]	RANBP10	RANBP10
SmedASXL_013286	ENSG00000132471	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	ENST00000585462	ENSP00000467583	WBP2	WBP2	
SmedASXL_014680	ENSG00000169371	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	ENST00000567134	ENSP00000456224	SNUPN	SNUPN	O95149
SmedASXL_018121	ENSG00000144840	RAB, member of RAS oncogene family like 3 [Source:HGNC Symbol;Acc:HGNC:18072]	ENST00000273375	ENSP00000273375	RABL3	RABL3	Q5HYI8
SmedASXL_008323	ENSG00000136425	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]	ENST00000258930	ENSP00000258930	CIB2	CIB2	O75838
SmedASXL_015472	ENSG00000197599	coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]	ENST00000483702	ENSP00000456484	CCDC154	CCDC154	
SmedASXL_016728	ENSG00000132953	exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]	ENST00000255305	ENSP00000255305	XPO4	XPO4	Q9C0E2
SmedASXL_009065	ENSG00000136819	chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]	ENST00000372447	ENSP00000361524	C9orf78	C9orf78	Q9NZ63
SmedASXL_012822	ENSG00000187772	lin-28 homolog B [Source:HGNC Symbol;Acc:HGNC:32207]	ENST00000635857	ENSP00000489735	LIN28B	LIN28B	
SmedASXL_003932	ENSG00000101901	ALG13, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:30881]	ENST00000487141	ENSP00000478130	ALG13	ALG13	
SmedASXL_007160	ENSG00000197576	homeobox A4 [Source:HGNC Symbol;Acc:HGNC:5105]	ENST00000360046	ENSP00000353151	HOXA4	HOXA4	Q00056
SmedASXL_005232	ENSG00000198585	nudix hydrolase 16 [Source:HGNC Symbol;Acc:HGNC:26442]	ENST00000521288	ENSP00000429274	NUDT16	NUDT16	Q96DE0
SmedASXL_008030	ENSG00000175536	lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]	ENST00000527115	ENSP00000431210	LIPT2	LIPT2	
SmedASXL_012848	ENSG00000166788	serum amyloid A like 1 [Source:HGNC Symbol;Acc:HGNC:25158]	ENST00000524803	ENSP00000432487	SAAL1	SAAL1	Q96ER3
SmedASXL_019076	ENSG00000166902	mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]	ENST00000300151	ENSP00000300151	MRPL16	MRPL16	Q9NX20
SmedASXL_080397	ENSG00000170043	trafficking protein particle complex 1 [Source:HGNC Symbol;Acc:HGNC:19894]	ENST00000571739	ENSP00000459045	TRAPPC1	TRAPPC1	
SmedASXL_013015	ENSG00000119227	phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]	ENST00000412723	ENSP00000413405	PIGZ	PIGZ	Q86VD9
SmedASXL_013605	ENSG00000186001	leucine rich repeats and calponin homology domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28637]	ENST00000443727	ENSP00000412975	LRCH3	LRCH3	
SmedASXL_008671	ENSG00000112290	WAS protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]	ENST00000392587	ENSP00000376366	WASF1	WASF1	Q92558
SmedASXL_007554	ENSG00000147488	ST18, C2H2C-type zinc finger [Source:HGNC Symbol;Acc:HGNC:18695]	ENST00000276480	ENSP00000276480	ST18	ST18	O60284
SmedASXL_005152	ENSG00000111879	family with sequence similarity 184 member A [Source:HGNC Symbol;Acc:HGNC:20991]	ENST00000521043	ENSP00000429151	FAM184A	FAM184A	
SmedASXL_000245	ENSG00000148225	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]	ENST00000341761	ENSP00000345027	WDR31	WDR31	Q8NA23
SmedASXL_013693	ENSG00000114735	HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923]	ENST00000434410	ENSP00000404843	HEMK1	HEMK1	Q9Y5R4
SmedASXL_012012	ENSG00000167978	serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]	ENST00000301740	ENSP00000301740	SRRM2	SRRM2	Q9UQ35
SmedASXL_018663	ENSG00000156482	ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:10333]	ENST00000521291	ENSP00000428085	RPL30	RPL30	P62888
SmedASXL_018715	ENSG00000115541	heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]	ENST00000233893	ENSP00000233893	HSPE1	HSPE1	P61604
SmedASXL_004375	ENSG00000168267	pancreas specific transcription factor, 1a [Source:HGNC Symbol;Acc:HGNC:23734]	ENST00000376504	ENSP00000365687	PTF1A	PTF1A	Q7RTS3
SmedASXL_015146	ENSG00000112874	nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826]	ENST00000230792	ENSP00000230792	NUDT12	NUDT12	Q9BQG2
SmedASXL_005221	ENSG00000130520	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]	ENST00000593829	ENSP00000469468	LSM4	LSM4	Q9Y4Z0
SmedASXL_005998	ENSG00000188342	general transcription factor IIF subunit 2 [Source:HGNC Symbol;Acc:HGNC:4653]	ENST00000340473	ENSP00000340823	GTF2F2	GTF2F2	P13984
SmedASXL_016438	ENSG00000061936	splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]	ENST00000261674	ENSP00000261674	SFSWAP	SFSWAP	Q12872
SmedASXL_018837	ENSG00000184752	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]	ENST00000552205	ENSP00000449144	NDUFA12	NDUFA12	
SmedASXL_000474	ENSG00000235608	NK1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:24975]	ENST00000422806	ENSP00000407978	NKX1-1	NKX1-1	Q15270
SmedASXL_007909	ENSG00000143344	ral guanine nucleotide dissociation stimulator like 1 [Source:HGNC Symbol;Acc:HGNC:30281]	ENST00000304685	ENSP00000303192	RGL1	RGL1	Q9NZL6
SmedASXL_019255	ENSG00000105993	DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]	ENST00000441561	ENSP00000410643	DNAJB6	DNAJB6	
SmedASXL_017670	ENSG00000101191	death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]	ENST00000395343	ENSP00000378752	DIDO1	DIDO1	Q9BTC0
SmedASXL_017194	ENSG00000178252	WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]	ENST00000395474	ENSP00000378857	WDR6	WDR6	
SmedASXL_018388	ENSG00000162994	clathrin heavy chain linker domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26453]	ENST00000428621	ENSP00000401526	CLHC1	CLHC1	
SmedASXL_008413	ENSG00000184465	WD repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:21248]	ENST00000448612	ENSP00000416289	WDR27	WDR27	A2RRH5
SmedASXL_005399	ENSG00000115307	AUP1, lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]	ENST00000425118	ENSP00000403430	AUP1	AUP1	Q9Y679
SmedASXL_062943	ENSG00000101084	chromosome 20 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:15870]	ENST00000344795	ENSP00000340164	C20orf24	C20orf24	Q9BUV8
SmedASXL_009572	ENSG00000090316	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]	ENST00000303400	ENSP00000302830	MAEA	MAEA	Q7L5Y9
SmedASXL_004982	ENSG00000175334	barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]	ENST00000312175	ENSP00000310275	BANF1	BANF1	O75531
SmedASXL_009628	ENSG00000135404	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	ENST00000548898	ENSP00000447938	CD63	CD63	
SmedASXL_001384	ENSG00000167118	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	ENST00000372853	ENSP00000361944	URM1	URM1	Q9BTM9
SmedASXL_006534	ENSG00000064995	TATA-box binding protein associated factor 11 [Source:HGNC Symbol;Acc:HGNC:11544]	ENST00000361288	ENSP00000354633	TAF11	TAF11	Q15544
SmedASXL_003085	ENSG00000182899	ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]	ENST00000464167	ENSP00000419117	RPL35A	RPL35A	P18077
SmedASXL_002836	ENSG00000156239	N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021]	ENST00000303775	ENSP00000303584	N6AMT1	N6AMT1	
SmedASXL_001090	ENSG00000183914	dynein axonemal heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:2948]	ENST00000572933	ENSP00000458355	DNAH2	DNAH2	Q9P225
SmedASXL_008808	ENSG00000151743	antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281]	ENST00000281471	ENSP00000281471	AMN1	AMN1	Q8IY45
SmedASXL_012778	ENSG00000110900	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	ENST00000545802	ENSP00000443890	TSPAN11	TSPAN11	
SmedASXL_056415	ENSG00000205423	CTD nuclear envelope phosphatase 1 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:26759]	ENST00000458059	ENSP00000405635	CNEP1R1	CNEP1R1	Q8N9A8
SmedASXL_012107	ENSG00000148399	diphthamide biosynthesis 7 [Source:HGNC Symbol;Acc:HGNC:25199]	ENST00000277540	ENSP00000277540	DPH7	DPH7	Q9BTV6
SmedASXL_051341	ENSG00000163463	keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]	ENST00000295682	ENSP00000295682	KRTCAP2	KRTCAP2	Q8N6L1
SmedASXL_018041	ENSG00000101144	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]	ENST00000395863	ENSP00000379204	BMP7	BMP7	P18075
SmedASXL_014904	ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1 like [Source:HGNC Symbol;Acc:HGNC:29022]	ENST00000421374	ENSP00000405671	SPECC1L	SPECC1L	
SmedASXL_017990	ENSG00000171453	RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:20194]	ENST00000428025	ENSP00000395401	POLR1C	POLR1C	
SmedASXL_006903	ENSG00000149599	dual specificity phosphatase 15 [Source:HGNC Symbol;Acc:HGNC:16236]	ENST00000447647	ENSP00000397486	DUSP15	DUSP15	
SmedASXL_012989	ENSG00000189050	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]	ENST00000305783	ENSP00000304670	RNFT1	RNFT1	Q5M7Z0
SmedASXL_003566	SmedASXL_011872	ENSP00000355809	ENSG00000154380	ENST00000366844	ENAH, actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]	ENAH	ENAH
SmedASXL_012284	ENSG00000155265	golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668]	ENST00000370602	ENSP00000359634	GOLGA7B	GOLGA7B	Q2TAP0
SmedASXL_012809	ENSG00000060762	mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]	ENST00000360961	ENSP00000354223	MPC1	MPC1	Q9Y5U8
SmedASXL_014952	ENSG00000120526	NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]	ENST00000239690	ENSP00000239690	NUDCD1	NUDCD1	Q96RS6
SmedASXL_003087	ENSG00000124562	small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]	ENST00000244520	ENSP00000244520	SNRPC	SNRPC	P09234
SmedASXL_009171	ENSG00000112578	bystin like [Source:HGNC Symbol;Acc:HGNC:1157]	ENST00000230340	ENSP00000230340	BYSL	BYSL	Q13895
SmedASXL_004955	ENSG00000153561	required for meiotic nuclear division 5 homolog A [Source:HGNC Symbol;Acc:HGNC:25850]	ENST00000283632	ENSP00000283632	RMND5A	RMND5A	Q9H871
SmedASXL_018657	ENSG00000172809	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]	ENST00000439590	ENSP00000390279	RPL38	RPL38	P63173
SmedASXL_006150	ENSG00000108590	mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260]	ENST00000225728	ENSP00000225728	MED31	MED31	Q9Y3C7
SmedASXL_008365	ENSG00000167985	succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]	ENST00000542794	ENSP00000439983	SDHAF2	SDHAF2	
SmedASXL_019071	ENSG00000143256	prefoldin subunit 2 [Source:HGNC Symbol;Acc:HGNC:8867]	ENST00000368010	ENSP00000356989	PFDN2	PFDN2	Q9UHV9
SmedASXL_012762	ENSG00000062598	engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]	ENST00000290246	ENSP00000290246	ELMO2	ELMO2	Q96JJ3
SmedASXL_010426	ENSG00000115841	regulator of microtubule dynamics 2 [Source:HGNC Symbol;Acc:HGNC:26567]	ENST00000414644	ENSP00000393705	RMDN2	RMDN2	
SmedASXL_013974	ENSG00000144749	leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	ENST00000273261	ENSP00000273261	LRIG1	LRIG1	Q96JA1
SmedASXL_016064	ENSG00000180376	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]	ENST00000422222	ENSP00000401451	CCDC66	CCDC66	
SmedASXL_006739	ENSG00000101152	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]	ENST00000360864	ENSP00000354111	DNAJC5	DNAJC5	Q9H3Z4
SmedASXL_006189	ENSG00000144362	phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]	ENST00000359744	ENSP00000352782	PHOSPHO2	PHOSPHO2	Q8TCD6
SmedASXL_011965	ENSG00000160226	chromosome 21 open reading frame 2 [Source:HGNC Symbol;Acc:HGNC:1260]	ENST00000339818	ENSP00000344566	C21orf2	C21orf2	O43822
SmedASXL_011670	ENSG00000131148	ER membrane protein complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:7864]	ENST00000595980	ENSP00000471751	EMC8	EMC8	
SmedASXL_006341	ENSG00000153767	general transcription factor IIE subunit 1 [Source:HGNC Symbol;Acc:HGNC:4650]	ENST00000484715	ENSP00000417342	GTF2E1	GTF2E1	
SmedASXL_011892	ENSG00000124160	nuclear receptor coactivator 5 [Source:HGNC Symbol;Acc:HGNC:15909]	ENST00000290231	ENSP00000290231	NCOA5	NCOA5	Q9HCD5
SmedASXL_013768	ENSG00000205084	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	ENST00000258173	ENSP00000258173	TMEM231	TMEM231	Q9H6L2
SmedASXL_008135	ENSG00000162148	protein phosphatase 1 regulatory subunit 32 [Source:HGNC Symbol;Acc:HGNC:28869]	ENST00000432063	ENSP00000391560	PPP1R32	PPP1R32	Q7Z5V6
SmedASXL_010522	ENSG00000172795	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]	ENST00000515408	ENSP00000425770	DCP2	DCP2	Q8IU60
SmedASXL_006604	ENSG00000106400	zinc finger HIT-type containing 1 [Source:HGNC Symbol;Acc:HGNC:21688]	ENST00000305105	ENSP00000304593	ZNHIT1	ZNHIT1	O43257
SmedASXL_011920	ENSG00000112406	hdc homolog, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:21041]	ENST00000367658	ENSP00000356630	HECA	HECA	Q9UBI9
SmedASXL_008851	ENSG00000145194	endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13275]	ENST00000324557	ENSP00000314295	ECE2	ECE2	O60344
SmedASXL_006563	ENSG00000116096	sepiapterin reductase [Source:HGNC Symbol;Acc:HGNC:11257]	ENST00000234454	ENSP00000234454	SPR	SPR	P35270
SmedASXL_068760	ENSG00000182533	caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]	ENST00000343849	ENSP00000341940	CAV3	CAV3	P56539
SmedASXL_009936	ENSG00000135838	N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]	ENST00000367555	ENSP00000356526	NPL	NPL	Q9BXD5
SmedASXL_017068	ENSG00000171735	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	ENST00000303635	ENSP00000306522	CAMTA1	CAMTA1	Q9Y6Y1
SmedASXL_008878	ENSG00000182742	homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]	ENST00000332503	ENSP00000328928	HOXB4	HOXB4	P17483
SmedASXL_018057	ENSG00000165325	deuterosome assembly protein 1 [Source:HGNC Symbol;Acc:HGNC:26344]	ENST00000618031	ENSP00000479457	DEUP1	DEUP1	
SmedASXL_019150	ENSG00000138600	signal peptide peptidase like 2A [Source:HGNC Symbol;Acc:HGNC:30227]	ENST00000261854	ENSP00000261854	SPPL2A	SPPL2A	Q8TCT8
SmedASXL_000863	ENSG00000123297	Ts translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12367]	ENST00000454289	ENSP00000388330	TSFM	TSFM	P43897
SmedASXL_012939	ENSG00000161547	serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]	ENST00000392485	ENSP00000376276	SRSF2	SRSF2	Q01130
SmedASXL_010148	ENSG00000105879	Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]	ENST00000440859	ENSP00000401277	CBLL1	CBLL1	Q75N03
SmedASXL_003685	ENSG00000173171	metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]	ENST00000368376	ENSP00000357360	MTX1	MTX1	
SmedASXL_016614	ENSG00000166435	X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:HGNC:18868]	ENST00000530562	ENSP00000436390	XRRA1	XRRA1	
SmedASXL_010626	ENSG00000172164	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	ENST00000395601	ENSP00000378965	SNTB1	SNTB1	Q13884
SmedASXL_017760	ENSG00000196814	multivesicular body subunit 12B [Source:HGNC Symbol;Acc:HGNC:23368]	ENST00000361171	ENSP00000354772	MVB12B	MVB12B	Q9H7P6
SmedASXL_001777	ENSG00000188807	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]	ENST00000340305	ENSP00000344772	TMEM201	TMEM201	Q5SNT2
SmedASXL_002777	ENSG00000081870	heat shock protein family B (small) member 11 [Source:HGNC Symbol;Acc:HGNC:25019]	ENST00000371378	ENSP00000360429	HSPB11	HSPB11	
SmedASXL_002685	ENSG00000122870	BicC family RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19351]	ENST00000373886	ENSP00000362993	BICC1	BICC1	Q9H694
SmedASXL_009456	ENSG00000243335	potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]	ENST00000639828	ENSP00000492240	KCTD7	KCTD7	Q96MP8
SmedASXL_011761	ENSG00000204815	tetratricopeptide repeat domain 25 [Source:HGNC Symbol;Acc:HGNC:25280]	ENST00000593239	ENSP00000484975	TTC25	TTC25	
SmedASXL_004313	ENSG00000109534	GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]	ENST00000394631	ENSP00000378127	GAR1	GAR1	Q9NY12
SmedASXL_014297	ENSG00000171444	mutated in colorectal cancers [Source:HGNC Symbol;Acc:HGNC:6935]	ENST00000302475	ENSP00000305617	MCC	MCC	P23508
SmedASXL_006169	ENSG00000142039	coiled-coil domain containing 97 [Source:HGNC Symbol;Acc:HGNC:28289]	ENST00000269967	ENSP00000269967	CCDC97	CCDC97	Q96F63
SmedASXL_001980	ENSG00000178307	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]	ENST00000317635	ENSP00000319992	TMEM11	TMEM11	P17152
SmedASXL_010901	ENSG00000131153	GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]	ENST00000253462	ENSP00000253462	GINS2	GINS2	Q9Y248
SmedASXL_005596	ENSG00000120533	ENY2, transcription and export complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:24449]	ENST00000522766	ENSP00000428514	ENY2	ENY2	
SmedASXL_006706	ENSG00000111911	histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]	ENST00000229633	ENSP00000229633	HINT3	HINT3	Q9NQE9
SmedASXL_007973	ENSG00000224051	ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116]	ENST00000343938	ENSP00000343890	CPTP	CPTP	Q5TA50
SmedASXL_003696	ENSG00000109016	dehydrogenase/reductase 7B [Source:HGNC Symbol;Acc:HGNC:24547]	ENST00000582161	ENSP00000463221	DHRS7B	DHRS7B	
SmedASXL_015493	ENSG00000152430	boule homolog, RNA binding protein [Source:HGNC Symbol;Acc:HGNC:14273]	ENST00000430004	ENSP00000397711	BOLL	BOLL	
SmedASXL_011271	ENSG00000134884	arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482]	ENST00000400198	ENSP00000383059	ARGLU1	ARGLU1	Q9NWB6
SmedASXL_028663	ENSG00000108433	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]	ENST00000640608	ENSP00000491979	GOSR2	GOSR2	
SmedASXL_013700	SmedASXL_008137	ENSP00000393316	ENSG00000139921	ENST00000457354	thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]	TMX1	TMX1
SmedASXL_016314	ENSG00000048649	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]	ENST00000308488	ENSP00000311513	RSF1	RSF1	Q96T23
SmedASXL_005214	ENSG00000088682	coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]	ENST00000262507	ENSP00000262507	COQ9	COQ9	O75208
SmedASXL_016803	ENSG00000104133	SPG11, spatacsin vesicle trafficking associated [Source:HGNC Symbol;Acc:HGNC:11226]	ENST00000261866	ENSP00000261866	SPG11	SPG11	Q96JI7
SmedASXL_012770	ENSG00000086848	ALG9, alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]	ENST00000532425	ENSP00000432442	ALG9	ALG9	
SmedASXL_011710	ENSG00000163344	phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]	ENST00000368467	ENSP00000357452	PMVK	PMVK	Q15126
SmedASXL_014651	ENSG00000153201	RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]	ENST00000283195	ENSP00000283195	RANBP2	RANBP2	P49792
SmedASXL_009878	SmedASXL_014646	ENSP00000404543	ENSG00000100139	ENST00000445494	MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]	MICALL1	MICALL1
SmedASXL_008651	ENSG00000171055	fasciculation and elongation protein zeta 2 [Source:HGNC Symbol;Acc:HGNC:3660]	ENST00000414288	ENSP00000395619	FEZ2	FEZ2	
SmedASXL_008476	ENSG00000144401	methyltransferase like 21A [Source:HGNC Symbol;Acc:HGNC:30476]	ENST00000432416	ENSP00000416570	METTL21A	METTL21A	
SmedASXL_007990	ENSG00000144524	COP9 signalosome subunit 7B [Source:HGNC Symbol;Acc:HGNC:16760]	ENST00000410024	ENSP00000386567	COPS7B	COPS7B	Q9H9Q2
SmedASXL_012553	ENSG00000157110	RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:HGNC:19097]	ENST00000397323	ENSP00000380486	RBPMS	RBPMS	Q93062
SmedASXL_007670	ENSG00000141552	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	ENST00000571570	ENSP00000458143	ANAPC11	ANAPC11	Q9NYG5
SmedASXL_008899	SmedASXL_004267	ENSP00000405176	ENSG00000233608	ENST00000448943	twist family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:20670]	TWIST2	TWIST2
SmedASXL_013925	ENSG00000160208	ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]	ENST00000340648	ENSP00000339145	RRP1B	RRP1B	Q14684
SmedASXL_012986	ENSG00000181827	regulatory factor X7 [Source:HGNC Symbol;Acc:HGNC:25777]	ENST00000559847	ENSP00000453376	RFX7	RFX7	
SmedASXL_008637	ENSG00000101193	GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]	ENST00000266069	ENSP00000266069	GID8	GID8	Q9NWU2
SmedASXL_008500	ENSG00000158825	cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]	ENST00000375071	ENSP00000364212	CDA	CDA	P32320
SmedASXL_001938	ENSG00000173726	translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]	ENST00000366607	ENSP00000355566	TOMM20	TOMM20	Q15388
SmedASXL_005638	ENSG00000157045	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]	ENST00000287706	ENSP00000287706	NTAN1	NTAN1	Q96AB6
SmedASXL_014619	ENSG00000179071	coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]	ENST00000316398	ENSP00000320649	CCDC89	CCDC89	Q8N998
SmedASXL_016668	ENSG00000136754	abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]	ENST00000376170	ENSP00000365340	ABI1	ABI1	Q8IZP0
SmedASXL_016105	ENSG00000106772	prune homolog 2 [Source:HGNC Symbol;Acc:HGNC:25209]	ENST00000376717	ENSP00000365907	PRUNE2	PRUNE2	
SmedASXL_007048	ENSG00000148396	SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]	ENST00000277537	ENSP00000277537	SEC16A	SEC16A	
SmedASXL_014091	ENSG00000165300	SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	ENST00000325089	ENSP00000366283	SLITRK5	SLITRK5	O94991
SmedASXL_012692	ENSG00000148158	sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]	ENST00000374232	ENSP00000363349	SNX30	SNX30	Q5VWJ9
